ticket_id,ticket_date,region,issue_type
T02822,2025-03-27,East,Payment Problem
T02823,2026-04-22,East,Payment Problem
T02824,2026-02-04,West,Product Issue
T02825,2025-06-19,North,Payment Problem
T02826,2025-07-18,West,Payment Problem
T02827,2025-02-17,South,Refund Request
T02828,2026-05-09,East,Out of Stock
T02829,2025-01-06,East,Out of Stock
T02830,2025-04-13,East,Delivery Delay
T02831,2026-03-03,East,Delivery Delay
T02832,2025-03-30,West,Payment Problem
T02833,2025-07-30,North,Product Issue
T02834,2026-06-17,West,Out of Stock
T02835,2026-03-02,East,Out of Stock
T02836,2025-04-30,East,Product Issue
T02837,2025-05-09,East,Product Issue
T02838,2025-11-14,East,Product Issue
T02839,2025-12-22,North,Refund Request
T02840,2026-03-14,South,Product Issue
T02841,2025-08-16,West,Payment Problem
T02842,2025-10-04,South,Out of Stock
T02843,2025-11-07,West,Product Issue
T02844,2026-05-15,North,Delivery Delay
T02845,2025-04-04,East,Refund Request
T02846,2025-06-16,South,Product Issue
T02847,2025-02-26,South,Refund Request
T02848,2025-08-12,South,Out of Stock
T02849,2025-07-23,South,Product Issue
T02850,2025-03-21,South,Delivery Delay
T02851,2026-01-12,West,Delivery Delay
T02852,2026-03-29,East,Product Issue
T02853,2025-03-27,East,Out of Stock
T02854,2026-02-19,South,Out of Stock
T02855,2025-09-05,East,Delivery Delay
T02856,2025-08-17,East,Delivery Delay
T02857,2025-06-24,West,Out of Stock
T02858,2026-01-09,South,Refund Request
T02859,2025-06-19,East,Product Issue
T02860,2025-04-26,East,Refund Request
T02861,2026-02-28,West,Delivery Delay
T02862,2025-01-05,South,Product Issue
T02863,2025-06-21,East,Payment Problem
T02864,2025-11-29,South,Product Issue
T02865,2026-02-28,North,Payment Problem
T02866,2026-02-28,West,Product Issue
T02867,2026-01-09,West,Refund Request
T02868,2026-03-19,South,Out of Stock
T02869,2026-06-23,South,Payment Problem
T02870,2025-06-05,North,Product Issue
T02871,2025-06-10,West,Out of Stock
T02872,2025-05-06,South,Payment Problem
T02873,2025-08-27,North,Product Issue
T02874,2026-04-06,East,Refund Request
T02875,2025-09-18,South,Product Issue
T02876,2026-03-25,East,Delivery Delay
T02877,2025-11-03,North,Delivery Delay
T02878,2025-07-21,North,Refund Request
T02879,2025-06-06,East,Refund Request
T02880,2026-02-13,North,Delivery Delay
T02881,2025-01-28,East,Out of Stock
T02882,2026-05-30,North,Refund Request
T02883,2025-01-17,North,Payment Problem
T02884,2026-06-30,West,Out of Stock
T02885,2025-03-01,West,Refund Request
T02886,2025-12-31,South,Delivery Delay
T02887,2026-03-10,East,Delivery Delay
T02888,2025-08-20,East,Out of Stock
T02889,2025-04-29,South,Product Issue
T02890,2025-05-29,West,Delivery Delay
T02891,2025-11-16,North,Product Issue
T02892,2025-07-22,North,Out of Stock
T02893,2025-02-14,West,Delivery Delay
T02894,2025-02-11,North,Refund Request
T02895,2025-02-16,East,Payment Problem
T02896,2026-01-05,East,Out of Stock
T02897,2025-01-07,South,Out of Stock
T02898,2025-03-06,East,Product Issue
T02899,2025-05-22,East,Product Issue
T02900,2025-08-05,East,Product Issue
T02901,2025-10-20,West,Out of Stock
T02902,2025-04-12,North,Refund Request
T02903,2025-01-13,North,Payment Problem
T02904,2025-01-10,West,Payment Problem
T02905,2025-05-31,North,Delivery Delay
T02906,2026-04-19,West,Delivery Delay
T02907,2025-01-05,South,Product Issue
T02908,2026-06-23,West,Product Issue
T02909,2025-02-04,North,Out of Stock
T02910,2026-05-14,West,Product Issue
T02911,2025-11-13,East,Refund Request
T02912,2025-11-08,South,Product Issue
T02913,2025-07-12,West,Refund Request
T02914,2025-12-11,North,Payment Problem
T02915,2025-07-30,West,Payment Problem
T02916,2025-07-02,West,Product Issue
T02917,2025-08-15,South,Out of Stock
T02918,2025-04-03,South,Product Issue
T02919,2025-10-20,North,Payment Problem
T02920,2025-01-10,North,Out of Stock
T02921,2025-11-14,North,Delivery Delay
T02922,2025-02-18,West,Product Issue
T02923,2025-09-20,East,Delivery Delay
T02924,2026-05-12,South,Delivery Delay
T02925,2026-04-10,East,Out of Stock
T02926,2025-04-18,West,Payment Problem
T02927,2025-09-28,North,Product Issue
T02928,2026-03-31,West,Delivery Delay
T02929,2026-04-29,East,Out of Stock
T02930,2025-06-13,West,Payment Problem
T02931,2025-01-09,West,Out of Stock
T02932,2025-03-15,South,Out of Stock
T02933,2025-04-18,South,Payment Problem
T02934,2026-06-09,South,Refund Request
T02935,2026-04-26,North,Out of Stock
T02936,2025-07-17,West,Payment Problem
T02937,2025-12-31,North,Delivery Delay
T02938,2025-04-18,West,Payment Problem
T02939,2025-02-25,West,Out of Stock
T02940,2025-10-27,West,Out of Stock
T02941,2025-07-23,North,Delivery Delay
T02942,2026-04-11,North,Refund Request
T02943,2026-03-25,East,Refund Request
T02944,2026-02-07,East,Delivery Delay
T02945,2025-04-20,South,Out of Stock
T02946,2026-01-07,North,Payment Problem
T02947,2025-02-22,West,Delivery Delay
T02948,2025-12-17,East,Payment Problem
T02949,2025-12-06,North,Delivery Delay
T02950,2026-03-16,West,Delivery Delay
T02951,2025-07-24,East,Refund Request
T02952,2025-10-05,East,Product Issue
T02953,2025-02-21,North,Out of Stock
T02954,2025-03-08,East,Product Issue
T02955,2026-03-27,South,Out of Stock
T02956,2026-03-14,North,Payment Problem
T02957,2026-06-12,West,Delivery Delay
T02958,2026-03-13,East,Refund Request
T02959,2026-01-22,North,Out of Stock
T02960,2025-05-13,East,Delivery Delay
T02961,2026-03-29,North,Refund Request
T02962,2025-05-28,South,Out of Stock
T02963,2025-06-14,South,Delivery Delay
T02964,2025-10-25,West,Delivery Delay
T02965,2026-02-20,South,Refund Request
T02966,2025-09-12,East,Delivery Delay
T02967,2025-12-14,South,Product Issue
T02968,2026-06-28,West,Delivery Delay
T02969,2026-06-01,East,Product Issue
T02970,2026-04-08,South,Delivery Delay
T02971,2025-04-02,South,Out of Stock
T02972,2025-07-24,West,Product Issue
T02973,2025-03-30,West,Payment Problem
T02974,2025-12-29,East,Out of Stock
T02975,2026-03-02,West,Product Issue
T02976,2026-02-26,West,Payment Problem
T02977,2025-06-20,South,Delivery Delay
T02978,2025-06-30,East,Payment Problem
T02979,2026-01-19,North,Out of Stock
T02980,2025-06-10,West,Out of Stock
T02981,2026-06-15,West,Out of Stock
T02982,2025-12-10,East,Refund Request
T02983,2025-09-02,West,Delivery Delay
T02984,2025-06-02,West,Payment Problem
T02985,2025-10-31,South,Refund Request
T02986,2026-03-31,East,Out of Stock
T02987,2025-01-11,East,Payment Problem
T02988,2025-04-24,North,Out of Stock
T02989,2025-03-28,North,Product Issue
T02990,2025-09-07,North,Refund Request
T02991,2025-07-29,East,Delivery Delay
T02992,2025-02-26,East,Product Issue
T02993,2026-06-16,East,Delivery Delay
T02994,2026-05-26,North,Refund Request
T02995,2025-12-22,East,Delivery Delay
T02996,2025-12-30,South,Delivery Delay
T02997,2025-10-15,North,Payment Problem
T02998,2025-10-11,North,Delivery Delay
T02999,2025-02-23,East,Payment Problem
